emotion,text
joy,I was studying in the library and a class-mate told me that she Ã¡ had obtained a grant to work in the library.
fear,Before knowing my marks I was not sure that I wanted to go to Ã¡ that class.
anger,I learned that a class-mate had given a list of peolpe who help Ã¡ each other in exams to the professor.
sadness,I phoned two friends and was not able to arrange a meeting with Ã¡ either of them so I had to change my plans.
joy,The begining of my relations with my current girlfriend.
fear,When I am alone at night after having read horror stories and Ã¡ then I heard unexplainable noises.
anger,A typical family argument.
sadness,The disqualification of two of my mates in the military service.
joy,When I pass an exam.
fear,Continous fear of a nuclear war.
anger,When you kill yourself with work and see the number of slakers Ã¡ wandering around doing nothing.
sadness,When someone in my family died.
joy,I thought that I was going to fail a subject and so I began to Ã¡ study for the final exam then my friend told me that I had Ã¡ passed it.  That meant that I could go home as I do not study in Ã¡ my hometown.
fear,I was in Sierra Nevada climbing a peak over 3 000 metres high Ã¡ without any light and with many other problems.  I was afraid for Ã¡ my life.
anger,I was living in a flat where things did not go very well for me.  Ã¡ Finally they threw me out and this prejudiced people I esteem a Ã¡ lot.
sadness,When I read the diary of the girl with whom I was living it was Ã¡ about another boy with whom she had been going around some time back.
joy,I met a girlfriend again after not seeing her for several months. Ã¡  I saw her in a discotheque.  We do not like discotheques but we Ã¡ went there because we knew we would meet there.
fear,I was walking in the countryside alone when I came across two Ã¡ dogs who began barking at me.  I did not know whether they were Ã¡ tied up or loose but I was afraid of them approaching me.
anger,I was angry when my sister began to talk nonsense and to laugh at Ã¡ the way I swept the room.  My anger grew (I tried to control Ã¡ myself).  After telling her to leave me alone I vented my anger Ã¡ on her as she did not obey me.
sadness,My mother was working with a knife and we were all laughing Ã¡ heartily.  She was not able to control the knife and stuck it Ã¡ deep into her hand.
joy,A friend of mine suggested that I become a film extra.  The idea Ã¡ seemed very funny to me and my reaction seemed rather outlandish Ã¡ to the others.
fear,One day I went to the cinema to see a film in which I was Ã¡ interested.  On arriving there I saw a long queue (which I had Ã¡ not expected) and went back home without seeing the film.
anger,When I miss the train and I am late and I have to wait half an Ã¡ hour for the next one.
sadness,When I knew I had to go out with my mother on some errands.
joy,When they phoned me from Great-Britain to tell me that I could go Ã¡ there if I wished in Summer.
fear,When I was operated on the knee and had to go through rehabilitation.
anger,In a very important basket-ball match where a lot was at stake I Ã¡ played very badly.
sadness,When a friend of mine told me that he was going to commit Ã¡ suicide.
joy,When I passed my driving test as it was the fifth time that I Ã¡ had taken this test.
fear,When my mother was robbed in a shop.
anger,I was given an exam which I thought did not measure at all my Ã¡ ability or my knowledge of the subject.
sadness,"When I saw the film \\Johnny got his gun\\"" which deals with the Ã¡"
fear,One night while I was sleeping I woke up suddenly with the Ã¡ sensation that there was someone in my room.
anger,When my brother was held up and robbed.
sadness,When they told me that my grandfather was rather ill.
joy,I came across a friend with whom I had lost touch for a long Ã¡ time.
fear,I had decided to propose to the man I liked to make a trip Ã¡ together.  One day during breakfast I told him my idea.  I was Ã¡ afraid of his not accepting it and that the idea would end up as Ã¡ a failure.
anger,A person I trusted a lot gave me many false explanations to Ã¡ justify a wrong action.
sadness,I was having breakfast with a classmate and suddenly I began to Ã¡ cry as I thought of a friend of mine whom I had not seen for a Ã¡ long time.
joy,At a party on New Year's Eve I met on old friend whom I had not Ã¡ seen for some time
fear,Once I failed seven subjects at school and I was terrified to Ã¡ give my report card to my father.  I left it on the table and went to Ã¡ bed very early in order to avoid him seeing me.
anger,When after drinking a glass of water I found a cockroach walking Ã¡ out of the glass.
sadness,I have a very close friend who lives in another city and we have Ã¡ been writing to each other for a long time.  The last time I went Ã¡ to her city just to see her I was disappointed to see how great Ã¡ the distance between us was.
joy,Every time in the last few days when my girlfriend told me that Ã¡ she loves me.
fear,I stayed alone in the dark at night in the mountain waiting for Ã¡ my uncle.  I remember that I took a big stone and it calmed me.
anger,We were at school in the room for audiovisual classes.  We were Ã¡ watching a film and just behind me two classmates were bothering Ã¡ me with their mocking and shoves.  I reacted angrily (I suppose)  Ã¡ by hitting one of them.
sadness,During a summer holiday a French girl and I had becoe back Ã¡ home I felt very sad.
joy,A party I went to last Christmas.
fear,When my mother had a nervous illness.
anger,During my last exam.
sadness,When I had to come back from my village last Christmas.
joy,When I knew the feelings of a beloved person.
fear,A fall during a climb with almost with no previous experience.
anger,On the occasion of assignment of tasks and responsibilities in Ã¡ which such an assignment dispropotionately carried with it high Ã¡ responsibility and low ability of organisation and resolution.
sadness,Moving to an unknown place away from the familiar surroundings Ã¡ and into a situation of loneliness.
fear,In a dark street at 4 o'clock in the night and there was Ã¡ complete silence.
anger,When they broke the artistic work of several weeks.  Changes were Ã¡ made and it was broken without permission they had no right to Ã¡ do this.
sadness,When the train taking me to my military service left the station Ã¡ on the platform remained relatives projects and goodtimes.  I Ã¡ had a hard year ahead.
joy,I was talking to a friend and he said something which was very Ã¡ funny.
fear,When I was young I saw a horror film.  Then when I went to sleep Ã¡ the film came back too my mind and the characters frighteneed my Ã¡ imagination.
anger,In a confrontation with a person he provoked me several times Ã¡ till I reacted in an angry way.  Fortunately there were no Ã¡ disastrous consequences.
sadness,I was watching a sad film and it affected me deeply.
joy,When I knew that there were at last no problems in making a Ã¡ journey that I had been wanting to make for a long time.
fear,It was more that fear - anguish -that I felt before my last exam.
anger,When I had an argument with my best friend and I thought that I Ã¡ was right and she was not.
sadness,When I realized that it was impossible for me to be as free as I Ã¡ had imagined and that I could not do anythong about it.
joy,When a study tour got confirmed I was happy all the time till    Ã¡ the tour began.
fear,I was walking down a road and suddenly a few dogs appeared at a fence Ã¡ and started barking angrily.  They were jumping and it seemed Ã¡ that they would come for me any time.
anger,When I knew that they would not give me a transfer from one Ã¡ university to another.  I began to insult the educatioon Ã¡ authorities and the government I ended up at the door.
sadness,We went to visit my mother at the residence.  She was crying and Ã¡ said that she was about to die.  I believed all her complaints Ã¡ and continously thought of the possibility of loosing her.
joy,When I received my report card in C.O.U.  I was afraid of obtaining Ã¡ low marks but they were much higher than expected.
fear,I was at the cinema with my sister and her boyfriend.  A man Ã¡ sitting beside me started to stroke my leg for a while he left in Ã¡ the middle of the film.
anger,My father began to say incoherant things concerning my brother's and Ã¡ my own behaviour towards him.  His biased (authoritarian) and Ã¡ ridiculous point of view made us angry.
sadness,I had failed some subjects in mathematics.
joy,When I fell crazily in love with a beautiful girl and she returned Ã¡ my love.
fear,When I was caught by the police and was kept with a group of Ã¡ delinquents which added to my fear of being shut up.  I was Ã¡ afraid of the people near me and the future consequences.
anger,When I was the target of a great many insults and completely Ã¡ unfair accusations of a large group of people.
sadness,When my best friend died at the age of 16.
joy,When I came across an old friend whom I had not seen for a very Ã¡ long time.
fear,I had an accident in which I hurt my eye.  I was afraid of having Ã¡ injured it badly.
anger,When I was accused of something I had not done.
sadness,A close friend died.
joy,I received an unexpected letter from a friend I had met a short Ã¡ time before.  He sent me a poem and wished me good luck.  I felt Ã¡ very happy because I had great esteem for that person.
fear,"I was walking with another person when a \\gang\\"" separted us and Ã¡"
anger,A certain person started to say dreadful things very calmly I Ã¡ felt hurt and disgusted.
sadness,A certain person whom I respect and esteem a lot pays me no Ã¡ attention.  She keeps up appearances but shows almost no interest Ã¡ in me.
joy,When I received some good news : I obtained an amount of money I Ã¡ needed to buy something I had been planning to buy.
fear,When my relatives and I were in a car going slowly on a frozen Ã¡ road.
anger,My parents were having a typical family argument.  I came in and Ã¡ saw the scene and became angry.
sadness,I was going away leaving a dear person behind.
joy,When I talk to my friends.
fear,When I am walking on the streets and see a gang of thugs.
anger,When people harrass me I feel oppressed by their behavior.
sadness,When I am with a friend and we have to leave each other.
joy,Any situation in everyday life has this emotional sense in Ã¡ class in the street at home at the table..........
fear,On a dark night I felt that there were several people near me Ã¡ and I did not know who they were.
anger,When I learned that several people had died in the street due to  Ã¡ the cold weather.
sadness,When I saw in the newspapers on the T.V and magazines the Ã¡ chaotic situation caused by the drought and hunger in Ã¡ Mauritania.
joy,One night at a friend's place I realized that I had everything I Ã¡ most wished around me.
fear,During a demonstration I climbed up the closed central door of a Ã¡ bus.  When the bus stopped I had to go back to the same place Ã¡ afraid that the police would see me.
anger,When I saw parents punishing their little child for something he Ã¡ had not done.  In my opinion even if he had done it he should Ã¡ not have been punished for it.
sadness,A friend of mine was hurt as he thought that our relationship was Ã¡ not the same as before and something had gone wrong.
joy,When they told me that I had been admitted to the faculty of Ã¡ medicine.
fear,Almost always when I go to fetch the results of an exam.
anger,No description.
sadness,When I decided not to out any longer with a girl whom I liked Ã¡ quite a lot.  This made me feel low for a some time.
joy,When I obtained good marks in a subject I had failed before.
fear,When a friend of mine told me a horror story.
anger,I was with my family and we found some abandoned puppies.  I Ã¡ wanted to help them but everyone said no.  We then left.
sadness,At my grandfather's death.
joy,When I was told that they had got tickets for me for a film Ã¡ marathon I wanted to see.
fear,We were on the road in a car when a lorry bypassed us.  We had to Ã¡ swerve and we almost got run over.
anger,I had applied for a job and they had assured me that the exams Ã¡ would take place a few months later.  A week later I went to Ã¡ obtain some more information and they told me that the exams had Ã¡ already taken place.
sadness,I received a letter from some friends who do not live in Madrid Ã¡ telling me that they would not come on holiday.  I had arranged Ã¡ everythiing for them.
joy,The man I am going around with gave me a very special present.
fear,I thought that I would be scolded for a comment I had made which Ã¡ I should not have made.
anger,My sister came back home and reproached me for not having tidied Ã¡ up the house although I had been working all morning and she had Ã¡ done nothing.
sadness,At my grandfather's funeral.  I remembered that the thing he Ã¡ liked and respected most was earth I thought that he had Ã¡ attained what he wanted and was not separated from it any longer.
joy,When I saw a friend of mine whom I had not seen for a long time Ã¡ and I had lost his address and telephone number.
fear,I was in my village when a bull jumped over a fence and started Ã¡ chasing my friends and me.  We were very frightened till we Ã¡ climbed up a tree.
anger,When I saw a car run over a child out of carelessness.
sadness,I failed a subject despite the fact that I had studied quite a Ã¡ lot for it.
joy,I was spending the week-end with some friends.  We were waiting Ã¡ for another friend and we went to the meet him at the bus stop a  Ã¡ woman we met there told us that the coach had already left.  I Ã¡ was afraid that I would not see my friend but at last we found Ã¡ him.
fear,I was walking down a little village at night.  There was nobody Ã¡ in the steet.  A dog began to bark I felt that it was following Ã¡ me.  Then I began to run the other dogs started barking too.  At Ã¡ last I arrived home.
anger,My parents did not let me go on holidays with my friends.
sadness,I was told that a friend of mine was going to Mexico for good.
joy,I was on holidays and I was going to meet a friend whom I had Ã¡ not seen for six months.  Again I felt very happy.
fear,We were camping in the mountains and a friend and I went for a Ã¡ walk.  It was getting darker and darker and we were not sure of Ã¡ the right way back.
anger,I sent a book to a friend of mine.  The book meant a lot to me Ã¡ and he lost it.
sadness,To say goodbye to dear friends after the holidays.
joy,My sister in law was about to have a child and there were some Ã¡ problems.  They had to do a Caesarean.  After a while everything  Ã¡ was all right.
fear,Waiting for my marks in a difficult subject.
anger,I gave some personal information to a friend of mine and he told Ã¡ it to some others who were implicated in the affair.
sadness,The holidays come to an end and the next day we had to go back Ã¡ to University and to the exams.
joy,Last course when I passed with good marks three subjects which I had Ã¡ previously failed.
fear,I was attacked by a man at a bus stop at night.
anger,My mother told me that I could not go to the mountains.  Despite Ã¡ my age as long as I am in her house I must do what she says.
sadness,When my nephew was taken to hospital with meningitis and we did Ã¡ not know what would happen.
joy,One evening I was with a group of friends having a talk.  There Ã¡ was a very trustful and joyful atmosphere.
fear,We were walking in the park at night.  It was very dark and very Ã¡ late.  We began to hear foot steps all around us and we could Ã¡ not find our way out.
anger,One day I arrived home rather tired and found the house..... In Ã¡ addition I was asked many questions which I did not want to Ã¡ answer.
sadness,I was selected to do a rest for a foreign ballet but I did not Ã¡ have the money to do it.
joy,It was Saturday my duties were over for a few hours and I could Ã¡ at last be with the people I wanted to see.
fear,One night I was alone at home.  My fear was caused by some Ã¡ strange noises which put my imagination to work.
anger,When I got to know about the reaction of a friend of mine in a Ã¡ certain situation.  I had not expected him to react that way.
sadness,I felt alone among a large number of people.  I was sad to see Ã¡ that nobody cared about what was happening to me.
joy,I was going to my village after having been rather oppressed in Ã¡ Madrid.
fear,I was watching a procession during the Holy week and a penitent Ã¡ approached me.
anger,My mother read a letter that a friend of mine had written to me Ã¡ telling me how she had got drunk the last time.
joy,Last Summer I achieved someting that I had been wanting for a Ã¡ long time.
fear,I was in a camp and went out for a walk at night on my own.  I lost  Ã¡ my way and spent several hours looking for the camp.
anger,My parents scolded me a lot for something I had not done.  It was Ã¡ my sister who had done it.
joy,When my brother was born everything went all right.  It had been Ã¡ very likely that he would have a deficiency (my sister suffers Ã¡ from Down's Syndrome) and that my mother would be in danger.
fear,When we got lost in Florence and the coach did not turn up until Ã¡ midnight.  I had no place to go to and there were strange reports Ã¡ at the police station.
anger,When an English teacher unfairly made me repeat a semester which Ã¡ I thought I had passed.  I had to ask my parents for some more Ã¡ money to carry on studying.
sadness,The person whom I liked most left me for a friend of mine after Ã¡ several months of mutual help and a profound knowledge of each Ã¡ other.
joy,When I passed the university entrance exam.  I had thus finished Ã¡ with a difficult period of my life and I was about to begin one Ã¡ which I had desired a lot.
fear,When I was at home alone I felt a super-natural force dangerous Ã¡ for me and the people close to me.
anger,When my father made my mother go through really terrible Ã¡ situations I felt furious impotent nervous upset ........
sadness,When a person whom I loved and admired a lot died.  I felt empty Ã¡ lonely helpless without support not knowing what to do.
joy,On my birthday when I was given my presents.
fear,We were riding in a friend's car.  He was driving very fast and Ã¡ suddenly a another car crossed the road in front of us.  My Ã¡ friend had to turn the car rapidly.
anger,When I found one of my new pullovers wrinkled inside the Ã¡ wardrobe.  My brother had done it.
sadness,When I went to see the result of an exam and saw that I had Ã¡ failed.
joy,The final marks were to be given in the morning.  I wanted to get Ã¡ there late because I was very afraid.  When I arrived there Ã¡ everybody was very happy and I had also passed.  We had a Ã¡ wonderful time all day long.
fear,I went to visit a friend in hospital.  He was going to be Ã¡ operated the next day.  I was afraid that they would not let me Ã¡ in and I did not know what his reaction would be on seeing me.
anger,A friend of mine played a joke on another friend over the Ã¡ telephone.  This friend crying called me and I got very angry Ã¡ and made the other person apologize.
sadness,A friend of mine told me that my boyfriend had been with another Ã¡ girl this Summer.  We had been going out together for four years Ã¡ and we had not done so for the last three months.  I could not Ã¡ believe it.
joy,On holiday seeing the lanscape in Gerona.
fear,Travelling by coach on a rather narrow and wet road.
anger,They wanted me to pay for a ticket twice because they said that Ã¡ the one I had was out of date.
sadness,When I came back from my holidays.
joy,When some friends of mine asked me to go camping with them for a Ã¡ fortnight.
fear,Once when I was very young my mother left me alone in the Ã¡ house and came back very late.
anger,When my aunt told me angrily that I was a good-for-nothing and Ã¡ she was fed up with my behaviour.
sadness,When my parents and sister went on a trip and I was separated Ã¡ from them for about three months.
joy,I phoned a friend of mine to ask her for news about the marks in Ã¡ an exam.  She told me that I had passed.
fear,I was spending my summer holidays in a village.  My friend and I Ã¡ were coming back from a discotheque at night and we heard a noise Ã¡ from an alley.  We were very scared and we got into my friend's house. Ã¡  A moment later an unknown car picked up a person from this Ã¡ alley.
anger,My mother and I had an argument over buying some clothes for me.  Ã¡ She did not accept the fact that I did not like the same things Ã¡ as her and we ended up shouting at each other.
sadness,One day I was home and there was a phone call informing me that Ã¡ some of my relatives had died in an accident.
joy,I was told that I had passed the statistics exam.  I had not Ã¡ expected this so I was very happy.
fear,When my brother hit his head and lost consciousness at the sports Ã¡ practice.  For some time he could not remember what had happened Ã¡ but he recovered later.
anger,I get angry with my brothers and sisters when they do something Ã¡ that I do not like.  They know this and still do it so as to Ã¡ tease me.
joy,When I spoke to my daughter and wished her luck for the Ã¡ examinations she was about to take.
fear,When I was told that my daughter who is at a boarding school Ã¡ was very ill and that they needed me there the same day.
anger,One day in a clinic the father of a child came in and assaulted Ã¡ a colleague for something that she had not done deliberately.
sadness,When I was told that my uncle had passed away.
joy,When a cousin of mine was discharged from the hospital after       Ã¡ a long illness.  I had thought that this illness would never end.
fear,When a man who had a knife grabbed me and threatened me with it Ã¡ during my holidays in Monze.Ã¡
anger,A certain friend tried to push me off a seat in a very violent Ã¡ way for no apparent reason.  It may be that he was excited about Ã¡ something.
sadness,When the neighbour of a friend of mine was stabbed to death by Ã¡ thieves in Kabwe.  They stole his van.
joy,After going through much shame I became a Christian and Ã¡ something new happened in my heart.  Joy that overflows was Ã¡ manifest in me.
fear,When I was about six years old I mistook a cat for a leopard      Ã¡ when it entered my room at night.
anger,"When a person the same age as me insisted that I call him Ã¡ \\Mister\\"".  I refused to succumb but he persisted and I got angry Ã¡"
sadness,When I lost my father on the 25th of September 1970.  He died of Ã¡ a sore on the leg.
joy,When I first passed a job interview.
fear,I was almost caught in the girls hostel by the security men I Ã¡ would have been expelled from school had I been caught.
anger,When I was accused of having refused to do some hostel work while Ã¡ I was at school.  Actually I had not been allocated any work.
sadness,A friend of mine could not make it back to Unza after having Ã¡ failed the exams.
joy,When I heard that I had made it to the second year at UNZA.
fear,When my father's home was to be broken into by thieves who had Ã¡ guns.
anger,When a friend tried to back bite me on false grounds.  This made Ã¡ me wonder if he was a really a good friend.
sadness,When my girlfriend's nephew passed away.
joy,When I hooked a girl in Kitwe.  She was very beautiful for my Ã¡ standards a rare bird of this kind accepted me as a boyfriend.
fear,When someone tried to bewitch me and my friends at night.
anger,When I was victimized for running away with a girl who was Ã¡ somebody else's wife and niece at the same time.  I was very Ã¡ angry over this issue because I was told to pay him money after Ã¡ having been punished for it.
sadness,Soweto uprising in South Africa and the racist Gout's Ã¡ reaction to the students demands concerning the educational Ã¡ system.
joy,When I was accepted for further education here at the Ã¡ university.
fear,When I was walking at night I saw fire suspended in the air and Ã¡ it was split into several segments by something I could not see.  Ã¡ I suspected that it was witch-craft.
anger,When I was accused by my brother of having stolen a 5 kwatcha Ã¡ note from my mother's bag.  I was beaten up for this the money Ã¡ was found later.
sadness,When I received a message that my brother was seriously ill and Ã¡ was in hospital.
joy,When I got first division in the exams before leaving school.
fear,When I went to town in a double dekker bus.  The bus was about to Ã¡ fall on the way when the driver controlled it.  It had almost Ã¡ fallen.
anger,When I was in form 3 my aunts lied to my daddy telling him that Ã¡ I had told them that I was pregnant.  My daddy  told my mother Ã¡ and she asked me if it was true.  I was very angry with my aunts.
sadness,When I received a letter telling me that my mother was very ill.
joy,When I had my four children.
fear,When two of my children were critically ill with measles.
anger,When I got a low grade in an administration course.
sadness,When I got divorced from my husband after ten years of marriage.
joy,This happened when I went to check my first year results I had  Ã¡ thought that I would fail and I found that I had a clear pass in Ã¡ all my courses.
fear,When I woke up at night to find a fire spreading towards the bed Ã¡ -rooms.  I was very frightened as I realized that I faced death.
anger,When a friend of mine was trying to make a fool out of me.
sadness,I experienced this emotion when my friend committed suicide after Ã¡ we had spent the afternoon playing and discussing life and it's Ã¡ problems.
joy,When I was told that I had passed the exams.
fear,When a thief broke into my house at night.
anger,When my sister broke my china tea set.
sadness,I felt very sad when my son died after a short illness.
joy,When I learnt that I was selected for form I.
fear,When I was nearly beaten up by the brother of my girlfriend.
anger,When I heard that my girlfriend was talking behind my back and Ã¡ looking down on me.
sadness,When a friend who has been with me at school failed to make it Ã¡ to UNZA.
joy,When I passed the grade 7 exam.
fear,When I was told by the doctor after many months of coughing Ã¡ that I had tuberculosis.
anger,When a cousin of mine took my bottle of T.B tablets put water in Ã¡ it and threw it in the dust-bin.
sadness,This happened when one of my uncles died just whan I was Ã¡ planning to go and visit him during the next holidays.
joy,The time I qualified to enter secondary school.
fear,One evening I saw the old guard-man I knew change into something Ã¡ inhuman for about 5-10 seconds this really frightened me.
anger,When I was mistakenly accused of being a thief when I accidently Ã¡ gave a fake coin at a counter.  I realized this before I handed Ã¡ over the coin but the man called me a thief and called a Ã¡ witness.
sadness,The day I woke up to find that a kitten I had wanted to keep had Ã¡ been eaten by the neighbour's dogs.  It had been locked out by my Ã¡ wife who claimed that it had dirtied the sheets.
joy,I felt joy when I came to know Christ.  That is when I became a Ã¡ Christian.
fear,When I broke the window pane of my next door neighbour's house.
anger,When my brother did not send me the transport money to resume      Ã¡ my studies in time at UNZA.
sadness,When I heard that my nephew had passed away.
joy,"When my uncle gave me my first year\'s results.  I opened the Ã¡ envelope and my eyes ran into two \\B+\\"" - in EC110 and M160 this Ã¡"
fear,I turned the knob of my granny\'s two band radio and did not hear Ã¡ any broadcast \\ What ! Have I broken the knob ? How much does Ã¡
anger,I peeped into Maurine\'s bedroom and saw two people - Maurine anbd Ã¡ my step-dad.  I thought \\ Why did she break her promises ? Why Ã¡
sadness,When I missed the chance of becoming a graduate in mining Ã¡ engineering after having prayed one week in the church I was Ã¡ not even selected.
joy,This was when the girl I was in love with accepted my proposal Ã¡ and everything went smoothly just as I had wanted it to.  It was Ã¡ contrary to my previous feelings of uncertainty about her Ã¡ response.
fear,It was when I dreamt that I had encountered Satan he wanted to grab me Ã¡ and take me to his kingdom.  He was very repulsive and I have Ã¡ never seen anything like that before.
anger,This was when I found out that a cousin of mine had taken away my Ã¡ trousers without my consent.
sadness,When I failed a test at my primary school.  I was then in grade 7 Ã¡ and we were about to take the main exam.
joy,I was in grade 7.  We had an inter-house volley-ball competition. Ã¡  In Luapula I was the youngest member of the team and I scored  Ã¡ the winning goal using my head.  I jumped up with joy and fell Ã¡ down.
fear,I was escorting a relative on a bike we passed by a dark road Ã¡ with bushas on each side.  Half way down this road suddenly we   Ã¡ saw a white dog appear from one side.  Before we could do Ã¡ anything it had vanished and moreover it did not seem to have Ã¡ any legs.
anger,The comrade staying next doors insulted me for what he called  Ã¡ the misuse of his iron.  He called me stupid self centered etc.  Ã¡ I wanted to punch him but instead went for a walk to the mining Ã¡ school to cool off.
sadness,A close relative was at odds with a very powerful firm.  All his Ã¡ things had been taken His dad had died a little before this Ã¡ event.  He gathhered his children and vowed to give them a good Ã¡ life with a new start - the words were hollow he bit back his Ã¡ tears .....I asked to be excused and then went and cried in the Ã¡ loo.
joy,I was at school whhen I received a letter from the dean of my Ã¡ school congratulating me for my performance at the previous Ã¡ year's exam.
fear,This was at secondary school a prefect framed up some case and Ã¡ took it to the deputy head-master.  I was called by the Ã¡ head-master and he threatened to suspend me.
anger,When I travelled all the way to my former school to collect my Ã¡ certificate only to be told that I owed them some money I knew Ã¡ nothing about this.
sadness,My sister was in a hospital later in the evening we received the Ã¡ information that she had died.
joy,My being admitted to UNZA.
fear,While paddling in the river during a storm.  I feared drowning.
anger,I entrusted a friend with the delivery of some money to my Ã¡ father however he misused the money.
sadness,The loss of my mother.
joy,My first kiss.
fear,When I saw a ghost.
anger,My trouser's zipper was open when I was at a public wedding.
sadness,When a friend left me and went back home for good.
joy,When I passed my form three exams.
fear,The time I was threatened with expulsion from secondary school (form Ã¡ four).
anger,When I discovered that the people I trusted most were talking Ã¡ behind my back.
sadness,When I heard about the death of my aunt.
joy,"As the time to get the results drew near I became more and more Ã¡ anxious.  My friend called me and said \\ You have passed.\\""  My Ã¡"
fear,I watched a very terrfying film in LT2.  This film really pushed Ã¡ my heart out of my body and I was forced to go out before the Ã¡ second reel ended.
anger,I have been hearing rumours that you have not been allowing Ã¡
sadness,One Saturday morning I had got ready to go out swimming with my Ã¡ friends.  Unfortunately the weather did not permit it so we Ã¡ stayed indoors.
joy,When I heard that a close relative of mine had given birth at a Ã¡ very young age in a very remote area and had had very few problems.
fear,The possibility of having failed the examination.
anger,When someone chased me from his house.
sadness,When I realized that I did not have the basic things needed by a Ã¡ student like me.
joy,"My girlfriend wrote to me telling me that she was four months Ã¡ pregnant and that I was responsible for the \\damages\\"".  This made Ã¡"
fear,The shooting started and we all lay down to protect ourselves Ã¡ from the flying bullets.  This incident occured on our way to Ã¡ Feira during the Zambia army patrols in the Rhodesia war.
anger,I went to the dining hall and found that the cooks were cleaning Ã¡ the plates and there was no food for me and the blue birds  Ã¡ (security guards) were busy eating the food that was supposed to Ã¡ be for me.
sadness,That afternoon I received two messages informing me one that my Ã¡ brother was in a coma in the U.T.H suffering (kidney disease) and Ã¡ two that my uncle met with an accident on his way to the hospital Ã¡  to see my brother.
joy,"When a girl I wanted very much said \\yes\\"" and fell in love with  Ã¡"
fear,One evening when I had gone fishing with my friends we heard Ã¡ the roar of a lion near by and had to run for our lives.
anger,When somebody stole my brother's disco machine.
sadness,When my uncle died.
joy,I was very happy when I discovered that I had passed my first Ã¡ year examination and was among the thirty students who would Ã¡ major in economics.
fear,I was approaching my exam time and my books got stolen.  I was in Ã¡ a panic as I thought that I would not do well enough to be Ã¡ considered for the economics quota.  I cried a lot but that did Ã¡ not help and as the exam day came near a strange fear gripped me.
anger,I was annoyed this particular day as it seemad that the odds were Ã¡ not in my favour.  My grandfather added fuel to the fire when I  Ã¡ had an important appointment so I unleashed my anger on him.
sadness,It was the time I went home for my holidays only to find that my Ã¡ sister had passed away.  The news had been hidden from me so Ã¡ that I could take my exams.
joy,When I was accepted at UNZA.
fear,When I heard a lion roar for the first time.
anger,When a friend told me that my education had nothing to do with Ã¡ our discussion.  This friend has failed the 7th grade what made Ã¡ me angry was that I had not used my education to argue.
sadness,When my beloved grandfather died.
joy,I experienced joy when I got the results - I had made it to the Ã¡ second year.
fear,When I was going home I saw somathing which looked like a snake   Ã¡ on the road but later I found out that it was only a stick.
anger,This happened recently I  was in the dining hall and one of my Ã¡ friends with whom I was eating called me a fool.
sadness,I experienced this when my maternal grandmother passed away.  She Ã¡ was the last of my grand parents to pass away.
joy,When my first child was born.
fear,I was walking through a thick forest and there was a big snake at Ã¡ a distance of about four metres.
anger,When my daughter began staying away from classes - at the age of Ã¡ nine only.
sadness,When my wife died in hospital she was pregnant and had undergone Ã¡ an operation.
joy,I received a letter of acceptance from UNZA.
fear,We were driving at night and I realized that a car was following Ã¡ us.
anger,I reachad home to find that my baby had not been bathed and fed.
sadness,I saw a dead child which was not covered it had been knocked Ã¡ down by a car.
joy,When I was appointed by the Ministry of health to join the Ã¡ teaching staff of one of the medical colleges.
fear,When I took blood from a patient for alcohol estimation and Ã¡ urine for some other examination he told me that something bad Ã¡ would happen to me as he would play magic on me.
anger,When the dean of UNZA asked me to vacate a big flat I was Ã¡ occupying and take up a smaller one as I was becoming a full time Ã¡ student at UNZA.
sadness,When my close friend was involved in an accident and passed away Ã¡ instantly.  He had gone to buy a new car and had asked me to Ã¡ wait at his home so that I could see his new car.
joy,When I received my promotion letter.
fear,I was sleeping when I heard the neighbours screaming I peeped Ã¡ through the window and saw a thief  trying to enter my Ã¡ neighbour's house.
anger,I was annoyed when a person higher up asked me why a particular Ã¡ job was not done it was not my job to do it.
sadness,My brother came to tell me about some problems we had in the  Ã¡ family.  I felt sad because I thought that if my mother had not Ã¡ gone away when this brother was younger things would have been Ã¡ different.
joy,When I was accepted for my third year (G-10) at my former Ã¡ secondary school.
fear,I had gone for a medical check-up at the U.T.H and failed to make Ã¡ it back on time for the C119 practical sessions at 1400 hours Ã¡ last academic year.
anger,When I was mistreated by my step-mother.
sadness,When my aunt passed away in early 1982.
joy,When I heard that someone who is very close to me did very well Ã¡ in the exams despite having fooled around a lot.
fear,When a drunkard barged into a room where my friend and I had run Ã¡ in order to get away from him.  We were all alone and all I could Ã¡ see was this hand coming towards me.
anger,When a friend and me played a joke on our boyfriends.  Her Ã¡ boyfriend came up and accused me of having planned the whole Ã¡ thing and said that I did not deserve my boyfriend.  He Ã¡ embarassed me in front of a crowd.
sadness,When my family and I heard of the death of my grandfather.  We had Ã¡  seen him a few weeks earlier and it seemed that he had just been Ã¡ waiting to see us.
joy,After a long time (of no communication with him physical Ã¡ illness and worry) my lover came to see me when I least expected Ã¡ to see him.
fear,Birds had made nests in our thatched roof and they were flying Ã¡ and flapping their wings in the bedroom at night.  It was very Ã¡ dark and I could not even see my nose.  I did not know that it Ã¡ was the birds till my mother told me so.
anger,The juniors in our dormitory at school started to complain and Ã¡ make a lot of noise about the duties assigned to them by the Ã¡ prefect who was my class-mate and was very cool and dull.
