emotion,text
anger,stoozyboy1  chris_sutton73 😂😂 Oh the zombie rage 😂
anger,StrangeFacesLA why doesn't this account follow me
anger,StrangeFacesLA why doesn't this account follow me  offended
anger," strangerpeace We'll have a ceremony next time we meet. It'll involve burning something, then possibly booze and/or caffeine."
anger,StrongestBeing ←would furrow and her face would redden as she protests; it would seem that being seen as unattractive in Wukong's eyes was→
anger,StutteringGiant at least his character in fast and furious pumped some adrenaline into the franchise. But that's about it
anger,sueblue35  nsoz7  immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living.
anger,sueblue35  nsoz7  immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living.  outrage
anger,summar_rose  turehndebushra  _taaz_mania  fxla_ summar one more insult from you and you're gone Idc if you're my dad
anger,SunandBeachBum 'you people' infuriate me!
anger,Supergold2002 Terence- got a lot of anger issues from my family and school.
anger,Susan_Wilde  oohincensed  TheCanarySays no! Kinda offended that you had to ask
anger," SusanHensThe shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it"
anger,swagalini ive been through the denial and anger i am in pure acceptance
anger," SwiftShimada SPARKLES, proud little huff. Still posing mind you."
anger,takumasgirl I fell and heard a snap hffffhj
anger,talkRobyn oh dear I have to watch this the woman with the pout did well
anger,TalkTalkCare  how on earth can I send an email to you? Very annoyed customer!!!
anger,TalkTalkCare  how on earth can I send an email to you? Very annoyed customer!!!  fuming
anger," tamriiel I was talking about further in the expansion, with more gear - fury always does well towards the end"
anger,TaraSetmayer  oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!
anger,TDsNation I blame how broken madden is this year
anger,TDsNation i watch all your videos but i like madden better!
anger,TDsNation only good thing in madden is DC
anger," TeamShanny legit why i am so furious with him, people are such fucking idiots."
anger,TedLeitner  jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse).
anger,TedLeitner  jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse).  umbrage
anger,TehShockwave turn that grumpy frown upside-down  You did something next to impossible today
anger,ThatAnt_  Football_Pollss i have hit a lot of irate villa fans lol
anger,Thatguy_dree  RecklessWonder_ neither one of y'all can see me in this madden
anger,thatomahapa the best revenge is to get yourself a good woman and move on. Leave her and her hairline to figure themselves out alone
anger,THATSSHAWTYLO passed away early this morning in a fast and furious styled car crash as he was leaving an ATL strip club. That's rough stuff
anger,The_Boxing_Hub  klitschko  Klitschko over fury any day  boxing
anger,The_Nasty_P now you gotta do that with fast n furious
anger," TheAlexValle Tio Valle, please! WNF grudge match  Anti with Low Tier God!!!"
anger,TheBarmyArmy looking forward to div 2 next year  AndyBarmyArmy?   leictershireaway  therey
anger,TheBarmyArmy looking forward to div 2 next year  AndyBarmyArmy?  revenge  leictershireaway  therey
anger,Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?🤔
anger," thedrepabon BLM was outraged by the shooting in NC the other day, turns out the guy pointed gun at police. Wait for facts before outrage"
anger,TheDTSB  trubble1127  nflnetwork I agree but our offense was ass after the second half td score on the first drive
anger,theGenghisJon You had to do some research to come up with new insult.  Are you allowed to read anything but brietbart?
anger,thehill no wonder USA is going to shit with such outrage over a simple analogy.
anger," TheJuanWilliams Where is your indignation and outrage over the UNARMED DEAF WHITE man who was shot and killed by black officer in CLT, NC?"
anger,TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest
anger,TheRevAl please tell us why 'protesting' injustice requires  burning  beating and  looting terrible optics  toussaintromain is true leader!
anger," thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance."
anger," thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance.  outrage"
anger,ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!!
anger,ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!!  fuming
anger," ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer"
anger,TillTheEndMMVI I accidetly dumped boiling water my myself 😫
anger,tmz  HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting
anger,TobyIrish1 Yes but you were specifically fuming about him not signing enough people
anger," ToddDoug  Ziggomattic Yeah, this actually supports why I tweeted in this thread initially. Because of the article's righteous indignation."
anger,TokyoSexPolice can I get away of this wrath by reading manga instead of watching overdone anime
anger,tommyrosen  InTheRoomsCEO  cate_baily Always so happy to support you brother. Keep that fire burning &lt;3
anger,tomwilcox77  mattgrime fuming
anger,tony_tr3 I'd say your outrage is the really FAUX outrage.
anger,Toucherandrich there was a US diver named steele johnson. i'd like him barred from the olympics.
anger,Toucherandrich there was a US diver named steele johnson. i'd like him barred from the olympics.  offended
anger,trendykittykat Some people would rather hang on to their indignant anger. *weary sigh*
anger,Trump_Videos she looks completely  rabid  realDonaldTrump
anger,tttinplay nice. why are u fuming then 😂
anger,twojacksdetail  bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience.  incite
anger,twojacksdetail  bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience.  incite  inflame
anger,TzumiXIV huff puff
anger,UlsterWillFight  VanguardBears Looks like a rabid pack of inbreds.
anger," UltimateBoxer My heart because you left me for so long again  *slight pout but it turned to a smile*  heheh just kidding, no I'm fine-"
anger," UMA1R_  bilalmahmooduk  Muslim_Scientst i do not offend your Faith unless 1 persecutes me, treat me like a dog, disrespect me and even so"
anger," UN_Women  JustinTrudeau  CanadianPM Trudeau endulging on outrage culture once again. Preaching issues ad hominem,but never quanitfying them"
anger," Uncle_Brown22 yeah dude! Appreciate the  support!  Notorious on ABC, peep it!  grateful"
anger," Uncle_Brown22 yeah dude! Appreciate the  support!  Notorious on ABC, peep it!  grateful  relentless"
anger," UnitedFrontRev  JuanDeznuts  LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated"
anger,UnknownAndYoung — a low growl escaping him. Oh oh.
anger," VanDashNessa  taotao_salupa5 Nobody in that street burning and looting and terrifying innocent citizens was there, either."
anger,VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA  thanks
anger,VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA  thanks  angry
anger," VeyGraphics I had to unfollow, he got trolled by trolls. His revenge trolling just caused a lot of collateral damage."
anger,victoriarghhh not mad but tilting? slightly irate? is that cool?
anger,virginmedia I've been disconnected whilst on holiday 😤 but I don't move house until the 1st October 🤔
anger,virginmedia I've been disconnected whilst on holiday 😤 but I don't move house until the 1st October 🤔  furious
anger,vladfucker69 i look rabid
anger,VodafoneUKhelp  VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!!  swines   con!
anger,VodafoneUKhelp  VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!!  swines  fuming  con!
anger," voguemagazine, did you not learn from  FreePeople 's viral insult to ballet? Stop trying to wrongfully stick models into pointe shoes 🙄"
anger,warFarePower dip it in boiling water
anger,washingtonpost Trump's  fear &amp;  anger are similar to what  Hitler preached to come to power in Germany. Wake up America!!
anger,WatcherDev  WarcraftDevs put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard
anger," WBIRSports They're still using his offense, up the middle 3X &amp; punt."
anger,wcsportscamp I lol'ed.  Privileged exasperation should be bottled and sold.
anger," WellerMonica Hi Monica, I write regularly for  ctysmallholding  - but not on bees - never dared try them  buzz   HONEY"
anger," WellerMonica Hi Monica, I write regularly for  ctysmallholding  - but not on bees - never dared try them  buzz  sting  HONEY"
anger,wesrucker247 sounds like a good game plan for our offense....
anger,WestonKoury so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses
anger,Who_JN I've been having a quad shot every day and can sleep right after... it's time to detox 😅 I get raging migraines without coffee :/
anger," Will_0004 No justification for shooting without provocation, even if the person has a bad history. Justification is not the way to go"
anger,WinchesterGank If only. Lol I just wish once he understood the crazy of his rabid fans &amp; addressed it.
anger,winksahoy we about to get shit on by the wrath of winter out of nowhere
anger,WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :)  wwe  RandyOrton  HeymanHustle
anger,WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :)  wwe  RandyOrton  HeymanHustle  revenge
anger,xandraaa5  amayaallyn6 shut up hashtags are cool
anger,xandraaa5  amayaallyn6 shut up hashtags are cool  offended
anger,xBladeMania 'I didn't see them???' huff.
anger,XboxMAD  RobotBrush Ballmer will be furious. Another delivery lost...
anger,XemitSellsMagic add tracking but resent them
anger,xxmariab listen yh don't provoke me cos I'll make you cry
anger," Yannarell  LOLGOP Despite your  outrage fatigue, don't lose your shine"
anger," Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious.  fixthisgame  trash  sfvrefund   rage"
anger,zavierdaniels had to snap going crazy 😭😭
anger,ADP's  ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!
anger,Anger or  wrath is an intense emotional response.
anger,Awareness seek  shelter . Letgo Old  habit of chasing  desires resultin in  anger  fear  worry . Choose  Satisfaction within  Peace  Relax
anger,Azerbaijan  Baku Azerbaijan to prevent another Armenian provocation in Russia
anger,burning the last of  Yan
anger," CharlotteRiots  passion? or  anger act of violence. If mourning for those who have past away,  stayhome   whyout"
anger,disgracefulesin I resent all men in some way; for some or no reason at all.  esinscountdown
anger,DonKing lion of  black community speaks truth to power of  POTUS insult 'black vote is given away cavalierly...playing by ( TheDemocrats)'
anger," EpiPen: when public outrage occurs, expand  PAP Patient Assistance Progrm, coupons,rebates . GOPoversight  OversightDems on  Mylan  Epipen"
anger,firsttweetever sippin  hotchocolate wondering  why I finally gave in &lt;3 haha  hellloooootwitter - ...its because  facebookisforfamily
anger,firsttweetever sippin  hotchocolate wondering  why I finally gave in &lt;3 haha  hellloooootwitter - ...its because  facebookisforfamily  rage
anger," Forgiveness might make us look  weak, but the weakest person is the one who holds  anger,  hatred, and ."
anger," Forgiveness might make us look  weak, but the weakest person is the one who holds  anger,  hatred, and  revenge."
anger," GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋"
anger," GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋  fuming"
anger,Hudcomedy  AdamRowe   insult Slutfaceshlongnugget
anger,india will take  revenge  by making 3 new movies like  phantom and they will be like  ghus_k_maren_ge this is how indian army take revenge
anger,IndiaMissingIndira that she could never solve Kashmir Problem and kept it burning for Vote Bank  TerrorStatePak
anger,My  blood is so  bitter for satan to test  becouse  cleanse by the  blood of  Jesus christ.... amen.
anger,Pain is an aspect of  human evolution; the evolution of  consciousness.  attachments  desire  apathy  sentimentality  tears    O
anger,Pain is an aspect of  human evolution; the evolution of  consciousness.  attachments  desire  apathy  sentimentality  tears  fury  anger  O
anger,ParentsofAddicts: let  wellness be your  revenge! -Al Anon speaker
anger,Scorpio always seek revenge!
anger," Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back."
anger,Taurus will react angrily when she can't take being provoked any longer.
anger," TheWordOfGOD  taught,  preached  correctly will  ComfortTheAfflicted &amp;  AfflictTheComfortable; it will  offend &amp;  TellTheTruth  AboutSin!"
anger,Violence doesn't fix violence.  pain and  anger are the same reaction in the brain. Cure the pain and the anger will go away.
anger,welfarereform should not be a 'model' for .
anger,welfarereform should not be a 'model' for  snap.
anger," Zumba,  PiYo and  HIIT sessions. Sweaty, burning but sooooooo good!  missedoutonsummerbikinibodybutwintersunbodywilldo"
anger,•My brother grabbed me in a aggressive manner and as always  ImpetuousFiend threw tantrums like a kid only knowing how to express himself--
anger,🏆  Success is the best  revenge. Whatever you're thinking about doing ... do something better. ⭐️⭐️⭐️⭐️
anger,🔥Anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.🔥  anger   ~Mark Twain
anger,😳The intensity that  sydneyswans play at is extraordinary  relentless  AFLCatsSwans  AFLFinals 🏉👏🏿
anger,10 minutes with an incense and all I get is 2 Rattatas. 😂 PokemonGO
anger,13 hour  bus rides make me   sorry
anger,13 hour  bus rides make me  angry  sorry
anger,"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway  forlife  annoying   weirdsmells"
anger,"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway  forlife  annoying  irritation  weirdsmells"
anger,2 days on.......never a fucking pen!!!!  nffc
anger,2 days on.......never a fucking pen!!!!  nffc  bitter
anger,630am meeting Olympic House  10golds24 .   neverquit  believe  dreambig  TeamTTO  going4gold
anger,630am meeting Olympic House  10golds24 .   relentless  neverquit  believe  dreambig  TeamTTO  going4gold
anger,75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.
anger,A  FirstBSA not turning up? Why am I not surprised. Late for work again!
anger,A  FirstBSA not turning up? Why am I not surprised. Late for work again!  fuming
anger,"A 28 yr old man threw a saucepan of boiling water at a garda, &amp; then hit the garda with the shaft of a brush...Letterkenny District Court."
anger,A black female LEO💙 was shot 8 times and died in Philadelphia --Where's the  outrage black people?  BarackObama  Sharpton  blm  TheFive
anger,"A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol"
anger,"A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu  FallSongs"
anger,A persons opinion doesn't offend me at all
anger,A wise man told me that holdin' a grudge is like Letting somebody just live inside of your head rent free
anger,Absolutely fuming I've just scratched all my car 😡😡😡😡😡😡
anger,Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡
anger,"Absolutely raging at the changes to CAS, what a joke"
anger,"Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff 🙄"
anger,Actually fuming I have nothing to wear Saturday
anger,"After becoming boiling hot, after slowly melting, my heart is frozen."
anger,After what just happened. In need to smoke.
anger,After what just happened. In need to smoke.  burning
anger,"Aidy: *has a physics question* Aidy: '... ok, I'm not gonna ask Tristan cause I don't wanna aggravate her'"
anger,All hell is breaking loose in Charlotte.  CharlotteProtest   looting
anger,All hell is breaking loose in Charlotte.  CharlotteProtest  anger  looting
anger,All options are on the table -  revenge is coming.
anger,All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts 😂  GBBO
anger,"All this from a cigarette burning in Laura's hand, the angle of her chin, the purse of her lips.'(104) Gorgeous transition! laurengrodstein"
anger,"also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of chara!)"
anger,and apparently he's supposed to have a Scottish accent??? I'm
anger,and apparently he's supposed to have a Scottish accent??? I'm  offended
anger,"And getting offended or furious that a writers style isn;t to your taste is ultimately daft, I suppose."
anger,and i will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers
anger,and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?'
anger,"And Republicans, you, namely Graham, Flake, Sasse and others are not safe from my wrath, hence that Hillary Hiney-Kissing ad I saw about you"
anger,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt
anger,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt  offended
anger,"And to discriminate only generates hate And when you hate then you're bound to get irate,"
anger,Anger is cheap and politeness is expensive. Don't expect everybody to be polite.  ThoughtfulThursday   politeness
anger,Anger is cheap and politeness is expensive. Don't expect everybody to be polite.  ThoughtfulThursday  anger  politeness
anger,"Anger that you are willing to take out on people &amp; the world in general, &amp; ALL  police, is WORST, most indefensible kind of ."
anger,"Anger that you are willing to take out on people &amp; the world in general, &amp; ALL  police, is WORST, most indefensible kind of  anger."
anger,angry already
anger,Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver
anger,Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver  revenge
anger,Another loss to city in the cup next 🙈 😂😂 cmon united!
anger,Another loss to city in the cup next 🙈 😂😂 cmon united!  revenge
anger,Another raging storm brought on by my own emotions sorry everyone. enjoy the thunder
anger,Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂
anger,Are belittling kitty straight a service? provoke lift aboard!: Wycelv
anger,"Are you lost in the fury, fearing that you'll fail?"
anger,Argh a big wasp buzzing between my blinds and my window. Halp!  wasp  evil  buzz
anger,Argh a big wasp buzzing between my blinds and my window. Halp!  wasp  evil  buzz  sting
anger,"As if he heard my thought on the ether, my  ex has just posted  facebook pic of himself snuggling up with said  cats... now Im just"
anger,"As if he heard my thought on the ether, my  ex has just posted  facebook pic of himself snuggling up with said  cats... now Im just  angry"
anger,"as someone that's struggled w EDs since i was 7y/o, i resent everyone who's making a spectacle of a certain youtuber who has severe anorexia"
anger,As usual disappointing  offense by  HoustonTexans ... Texans
anger,"As your own lives in order to complete our amazing life journey successfully, it is there."
anger,"As your own lives in order to complete our amazing life journey successfully, it is there.  bitter"
anger,Asian Tiger  Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid.
anger,at least 5 ppl have left my stores in a huff in the past year but ive never had anyone call guest service on me yet so
anger,"At the point today where if someone says something remotely kind to me, a waterfall will burst out of my eyes"
anger,At work yesterday some old cunt couple told me their coffees were cold and wanted a refund so i put my finger in it front of them angrily
anger,Autocorrect changes ''em' to 'me' which I resent greatly
anger,BANG! Gordon  Brown has been accused of abusing a gazillion  rabid parrots!
anger,Be chill af if you want to offend someone.
anger,"Be quick to  listen, slow to  speak, and slow to ."
anger,"Be quick to  listen, slow to  speak, and slow to  anger."
anger,"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better"
anger,"Because it was a perfect illusion, but at least now I know what it was.   ladygaga  iscalming mysoul"
anger,"Because it was a perfect illusion, but at least now I know what it was.  angry  ladygaga  iscalming mysoul"
anger,Because you offended by the lies of Alexandria Goddard doesn't mean that I'm Deric's friend or anything else. Purely a fishin expedition.
anger,Before revenge you feel good after revenge you feel worse 💯  HillaryClinton
anger,"Being  relentless is absolutely the only way to success. Never, ever, ever give up!"
anger,"Being abroad is causing me to make spontaneous decisions and not worry about things which is good, but the type A part of me is fuming"
anger,being bitter only hurts yourself lmaooo
anger,Bes! You don't just tell a true blooded hoopjunkie to switch a f*c n' team that juz destroyed your own team. You juz don't!
anger,Bes! You don't just tell a true blooded hoopjunkie to switch a f*c n' team that juz destroyed your own team. You juz don't!  insult
anger,Beyoncé resentment gets me in my feelings every time. 😩
anger,Bitches aggravate like what inspires you to be the biggest cunt known to man kind?
anger,Blood is boiling
anger,Bloods boiling
anger,Bloody parking ticket 😒💸
anger,Bloody parking ticket 😒💸  fuming
anger,Bon on allume madden
anger,Bored rn leave Kik/Snapchat  kik  kikme  kikmessage  boredaf  bored  snapchatme  snapchat   country  countrygirl
anger,Bored rn leave Kik/Snapchat  kik  kikme  kikmessage  boredaf  bored  snapchatme  snapchat  snap  country  countrygirl
anger,bows are world of tank creats rubberbath sting weeks of
anger,Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown
anger,Boycotting  DunkinDonuts till butter pecan comes back. I am furious
anger,Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦  Cumtribute  dm   snapchat  snapme  nudes  dickpic  cocktribute
anger,Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦  Cumtribute  dm  snap  snapchat  snapme  nudes  dickpic  cocktribute
anger,Brendan Rodgers looks fuming 😭
anger,British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!
anger,"But if you wish to live bitter because your guilty conscience made you think it applied to you as well then that's on you, I'm not sorry💁🏻😊"
anger,but that was a mistake and a half assed excuse and now here i am burning in hell forever
anger,Can someone make me a priority list of which things I should be outraged at + in which order?   racism  animalrights  abortion  cops
anger,Can someone make me a priority list of which things I should be outraged at + in which order?  outrage  racism  animalrights  abortion  cops
anger,Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair   pretendinghesok  ruok  AFLCatsSwans
anger,Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair  fuming  pretendinghesok  ruok  AFLCatsSwans
anger,Can't believe  virginmedia are putting their prices up!! They already know I'm struggling to pay my bill &amp; won't change my package!!
anger,Can't believe  virginmedia are putting their prices up!! They already know I'm struggling to pay my bill &amp; won't change my package!!  raging
anger,can't believe Achilles killed me!
anger,can't believe Achilles killed me!  angry
anger,Can't believe I've only got 2 days off left 🙄  backtoreality
anger,Can't believe I've only got 2 days off left 🙄  backtoreality  raging
anger,Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween 😈
anger,Candace &amp; her pout are getting right on my tits  GBBO
anger,Candice on great british bake off with that pout does my head in 👊🏻🙄
anger,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker.  GBBO
anger,Candice's pout is gonna take someone eye out mate!  GBBO
anger,Candice's standing pout face aggravates me every week
anger,Changed my clothes at work and had my pre-workout..  In route to the gym and there is traffic all over - pre workout kicking in..
anger,Changed my clothes at work and had my pre-workout..  In route to the gym and there is traffic all over - pre workout kicking in..  rage
anger,Cheap pout my brodcast
anger,Checked-in for my flight to Toronto. Took seat 3D just to infuriate  perpetualgeek.
anger,Chick told me I look like Childish Gambino.  insult or  compliment
anger,Chris ate all my mac n cheese so imma eat all his taffy
anger,Chris ate all my mac n cheese so imma eat all his taffy  revenge
anger,Circle K is dead to me. I hate your new slushie machine.   livid
anger,Circle K is dead to me. I hate your new slushie machine.  irate  livid
anger,Clash of the titans and wrath of the titans 🙌🏾🙌🏾🙌🏾 🔥
anger,Colors of the leaves are- changing.  Heatwaves in LA still- raging.  Lattes made in batches. Visit pumpkin patches.  FallSongs
anger,come on let's make em hate 😘make em pout they face 👿😩.
anger,Congrats to  Nicole  bb18 ... Fix that nose now 😒💁🏻   petty
anger,Congrats to  Nicole  bb18 ... Fix that nose now 😒💁🏻  bitter  petty
anger,Congress acting indignant over the   EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!
anger,Connie's fuming at Bake Off and went 'fuck this I'm starting on the vodka'
anger,Connivers blind to existential fury
anger,Constantly fucking boiling and it's not ok
anger,Controlling  anger is a sign of those  righteous people promised  Paradise in the  Quran in Surah Al Imran verses 133-134  reward  goodDeed
anger,could never be a angry drunk lol yall weirdos just enjoy your time
anger,Cuz even the bible talks about the son coming back with a fiery sword he got from his mother. They just called her a whore in revelations
anger,dammit  TMobile whays going on!!! 😤😤😤😤 lol   smh  mobilefails
anger,dammit  TMobile whays going on!!! 😤😤😤😤 lol  raging  smh  mobilefails
anger,Damn our offense is a mix bag of unpredictable lethal weapons I'm worried for Defense Coordinators 😁  Chargers  Boltup  Recharged
anger,Dear  TfL please tell your bus drivers if obstruction on their side DON'T just pull out to oncoming traffic causing vehs to swerve  fuming 😡
anger,"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti  bb18"
anger,"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti  bb18  bitter"
anger,Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!
anger,Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!
anger,Defination of a best friends..!!!   a person who opens his mouth just to  insult yu..!! :D :D :D
anger,Delete this shit Josh just screenshotted my snap me
anger,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right
anger,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right  pout
anger,"Despite my sharing O'Neill's article, what saddens me about the Gazza case is there seems to be more fury about the sentence than the remark"
anger,Did we miss the fact that  BurkeRamsey swung &amp;hit his sister  JonBenet in the face with a golf club previously out of a fit of ?
anger,Did we miss the fact that  BurkeRamsey swung &amp;hit his sister  JonBenet in the face with a golf club previously out of a fit of  anger?
anger,"Didn't think Cadres not Getting SRC deployment would make some Cadres so bitter, Ku tough Macom."
anger,"Do not be angry with God because you do not get what you want, for God gives most when you expect least."
anger,"Do not despise the Lord ’s  discipline, do not  resent his rebuke, because the  Lord disciplines those he loves...  Proverbs 3:11-12"
anger,"Does Bret have a point? Cena, Balor, sting..."
anger,Does she really need to pout all the time - getting on my nerves  GBBO
anger,doing some testing with my current earth burst team
anger,Don't be bitter
anger,"Don't be offended, I'm just doing something that, Gives your life more hurts.    haikuchallenge   poetry"
anger,"Don't be offended, I'm just doing something that, Gives your life more hurts.   haikuchallenge  offend  poetry"
anger,Don't chase fame if you're going to resent it when it starts chasing you' WRDSMTH
anger,Don't get  bitter get  BETTER
anger,don't give someone power by letting their words offend you
anger,"Don't join  BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly!"
anger,"Don't join  BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly!  fuming"
anger,don't provoke me after letting me down !
anger,Drop Snapchat names  bored   swap  pics
anger,Drop Snapchat names  bored  snap  swap  pics
anger,Dude go out his way to irritate me🙄🙄 that's why I go out my way to not give up any pussy🙅🏾🅿️
anger,Egyptian officials expressed frustration and outrage over the Obama/Hillary administration’s support of the Muslim Brotherhood
anger,"Ellie just gave me loads of gifts with notes on em for uni n I burst out in tears, I LOVE HER😩"
anger,"Especially when it comes to voicing a displeasure, if you can't tell me straight up then hold your peace ✌️️"
anger,ESPN just assumed I wanted their free magazines
anger,ESPN just assumed I wanted their free magazines  offended
anger,ethan was with someone in the car when he did his revenge on grayson
anger,Ever put your fist through your laptops screen? If so its time for a new one lmao    hp
anger,Ever put your fist through your laptops screen? If so its time for a new one lmao  rage  anger  hp
anger,Everton not playing and fume on here have day off
anger,Every cal person I have on my snap has chic-fil-a on their story.. Lol  Yummy
anger,Every dancers dream song   worldpower
anger,Every dancers dream song  snap  worldpower
anger,Every day I think my  house 🏡 is  burning 🔥 but it's always just my neighbor burning their  toast! 😷😡🍞
anger,Everyone is raging
anger,"Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations."
anger,Extremely bitter about the fact that the Subway in Robart's has been replaced with a low-rent version of Chipotle
anger,Fake people irritate me
anger,Fast and furious 6 this Monday 10 pm on mbc 2 😍😍😍😍😍😍😍
anger,Favourite quote of the year so far is by  ameliameech 'I swore at a parsnip' 😂
anger,Favourite quote of the year so far is by  ameliameech 'I swore at a parsnip' 😂  raging
anger,Fear the fearsome fury of the forest fawn!
anger,Feel the wrath of my air-dropped pamphlets!
anger,finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet
anger,Finally made my  fury  warrior guide. Let me know your thoughts
anger,Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part
anger,Finding out my two best Fwendz are going to rage with me at  lifeisbeautiful makes this last week of no sleep extra worth it
anger,Focus on yourself. Don't let other's love define you when you're happy and don't let it make you bitter if you get hurt.
anger,Follow me on Snapchat 👻 Carlabtst15  snapchat
anger,Follow me on Snapchat 👻 Carlabtst15  snapchat  snap
anger,follow my girl tiff she only got 3 followers💖💘💖💘💘  00tiffanyr
anger,Follow up. Follow through. Be .  success
anger,Follow up. Follow through. Be  relentless.  success
anger,For every minute you are angry you lose sixty seconds of happiness. - Ralph Waldo Emerson  quote
anger,Forever angry that gh ruined Molly and morgan's bond/friendship
anger,Forever angry that gh ruined Molly and morgan's bond/friendship  bitter
anger,Forever raging 😏😂😭
anger,"Forgiveness might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge."
anger,Forgiving means operating with God's spirit &amp; God isn't unforgiving &amp; doesn't hold a grudge. So who am I? Exactly.
